processed_text,target_label
ser nettavisene sv diskuterer hijab stripping verneplikt svlm diskuteres politikk,1
stoltenberg sidestille islam kristendommen grunnloven stopp stoltenberg lure,1
innvandring utvandring foregått årtusener lyst flytte annet sted kloden høyrevridd dust nekte ikke kloden like mye vel like mye rett bo,1
velfungerende velferdsstater forutsetter kontrollert restriktiv innvandring åpenbart,1
u bilen kommet rogavalg u helt riktig homofiles rettighet innvandring kvinners rettigheter,1
høyere andel muslimer vanligere se muslim hijab tinget,1
selvfølgelig piss u hjelp triks frp kumpaner lært siste rettferdiggjøre redusert innvandring ko,1
legger siste hånd ny bok sammen grafiker stor interesse ebok tilgjengelig neste uke politikk islam eu,1
fordelt ulike god ressurs norge ikke dag innvandring,1
krekar muslimer oppgave føre islam tilbake makten,1
kvinners hår hud opphisser menn sa islamister bevæpnet ak gevær syre torturredskaper lite tøystykke hodet gradvis hel uniform dag feirer vestlige feminister hijab kvinners eget valg u ff u ff,0
ap frp lagd ulla innen miljø innvandring venstre fikk mer dager år klima miljø,1
ekte historie kjørte gikk asylsøker veien sensor sa trenger ikke stoppe lo bygda,1
noreg utan ytterpunkt noreg utan utan framstegspartiet får nok sjå første,1
interessant spørsmål synes innvandring mørkhudete integreringspolitikk,1
ta imot stk midlertidig flyktning libya,1
barn trenger ik religiøst sett gå m hijab muslimer problematiserer d lovforbud illiberalt,1
krever minstemål kunnskap islam få debattere ikke særlig bedre,1
hehe bjeller ringte erklærte krig islam ok,1
les hellige koranen synkronisert vers språk allah islam religion quran koran,1
nrk skylder fæle regimer egypt syria årsak islam oppstandne flyktningstrømmen eu bør ikke forhandle slike mener nrk vel ap sv alliertes bombing knuste gadaffi spredte oppstanden,1
smile hehe finner vel omfattende innvandring derfra tallet lykke eksamen snx,1
tror volden øker følge innvandring la realitetsorientere realitetsorientering,1
dessverre høres gyldig grunn bære hijab smile,1
tidligere libanesiske finansministeren mohammed shattah drept kraftig eksplosjon beirut,1
tja fokus ekstrem islam terror øker vel frykten baller ekstreme vokser felt,1
islam få utroligste ting skje eksempel gjøre gretne gamle mannssjåvinister feminister grieghallen eid,1
kjenner verdi baggasjen islamistene andre nyttige idioter stund forby islam hele vestlige verden,0
ikke vestlig innvandring burde stoppes varianter komme norge,0
veldig nysgjerrig begrepet aktiv muslim merker litt aktiv syklist ritt,1
foreksempel jævlig vanskelig gi beskrivelse slo posete klær hijab,0
herregud snakker ikke dritt islam snakker jævla militanter dreper folk,1
bruker hijab rundt motsatte kjønn slitsomt svømme hijab,1
u kjønnslemlestelse ikke tillatt islam,1
vær humanetikerne rasister kritisert kristendommen år forskjellen kritisere islam,1
merete hodne ny dømt nektet hijab kledde malika bayan adgang frisørsalong bryne,1
fire uker livstegn iransk asylsøker søskenpar tvangsretur desember søskenparet samira,1
melder ikke medier mohammed dudin skutt soldater,1
islam aksept skaper undertrykking,1
uinformert egentlig ikkevestlig innvandring gigantisk tapsprosjekt pengene brukes tyve milliarder året går skadebegrensning gir ubetydelig,0
sjeldent profet eget land,1
debatter muslimer sosiale nettverk starter påstanden islam fred avsluttes drapstrusler,0
herlig forklaring folk reiser kina faktisk kommer fram religiøs kunnskap høytflyvende plan,1
legger kristendom fred kjærlighet mens islam helt annet,1
sosialisme sr p nyheter hijabdebatten ruller går noreg sverige grumsete røra muslim,0
tenk spurt moyheldeen mohammed russebussen sosialtansvar detkostersålite,1
punktene utenfor kontroll skjedd under annen regjering kanskje flere fått hjelp,1
norge får ny antirasistisk organisasjon nyheter dagbladet ikke benyttes offentlig krone,1
mål demokrati likestilling frihet,1
rekordhøy innvandring norge fjor nettoinnvandringen norge fjor endte to h,1
gang sett bevis etnisk norsk ikke muslim provokatør,0
ikke muslim wallah koran muslim allah vet gjør bak ordene sier u,1
ekspertene økonomien ikke avhengig innvandring,1
genialt begynner overbevist post mantraet stemmer må berikelse debattklima,1
nasjonalstaten norge tre pillarer,1
absolutt ikke se bort ifra u f få troende muslim julebord jo selve definisjonen vellykket integrering u f u fc,1
kveldens påminnelse ikke tannpussen får passe sev innvandring kostnader,1
får mørklegge kyrkjer norge,1
gruppen forsket innvandring settes andre oppgaver innvandringsfeltet flyttes kongsvinger,1
jepp innvandring folketallet vårt tikka stadig nedover ser fødselsraten u f u ffb u d u u fef bryr mest hudfarge religion faktisk definisjon,1
burkini hijab tider lese kvinnes norsk iraner blogg,1
pleier spørre tre immaterielle positive ting innvandring midtøsten gitt ikke kebab hummus vannpipe,1
jo får elevene religionene presentert nesten meny dattera hjem dag klasse sa religionslæreren sagt hende følte mer hjemme annen religion,0
pst advarer økt konfliktnivå følge innvandring islamske land,1
flyktning amir kanaan vet godt årets tv aksjon viktig bidra,1
virker ganske vanlig konvertitter islam forhistorie mental sykdom,0
masseinnvandring brudd menneskerettigheter useriøs propaganda folkebevegelsen innvandring,1
muslim mener ropes lett rasisme norge enig,1
maria banket flyktning syria norge må handle landet ødelagt,0
fredelig innvandring fratar ikke folk jobber skaper verdier øker levestandarden,1
seriøst mener resett document hrs grunnen negative omdømmet islam dens mrd muslimer tide innser stor verden egentlig mye faenskap islam står bak gir altfor mye kred,0
ali nektet spille fotball flyktning,1
velger isolere id islam ikke tenker sammenheng gir mening sier jo forståelse islam verden gjennom tidene,1
god vinkling forhold usas tap få fram skjer islam utvikling mulig teologi politikk,1
moa scoret avgjorde hannover vg nett frekk scoring første omgang sikret mohammed abdellaou,1
lurer befinner hen kirurgiske masker brukt konformitets symbol dydighetsposering bruker maske sosialt overordnet ikke bruker,1
tenker uinteressant diskutere integrering innvandring diskusjonen distansert konkrete sosiale utfordringer halvsju,1
godt utgangspunkt balansert journalistikk innvandring,1
kunnskap mektige allierte saudia fått influere islam falske hadith koranen klar meste frihet viktig hijab ikke nevnt verset kvinnene vet hvo,1
islam finnes flere lovskoler kulturelle lokale tolkninger bøkene dermed finner skikken blant muslimer ikke hos andre,1
faen bryr religiøst kvinnehat viktigere normalisere kvinnehatplagget hylle tilslørte allahpiker frie norge faktisk valg dessverre bruker valger ego istedet støtte lidende medsøstre,0
fint kritiser islam mye ligg unna personangrep typen storhaug holder,1
norge europa motsatt islam allerede tatt england store byer tyskland folk kommer landet mobbet diskriminert misshandlet fysisk psykisk fortalt muslimer,0
snakkar ekstremistisk islam sjå is snakkar islam,1
jihad nrk tilgjengelig norge outside norway watch on youtube by,1
nho delvis m husk etterkant pengebruken ligger langt under kraftig arb innvandring endret modell,1
enig lærere ikke forskjellsbehandle kristendom islam frykt kalt rasist ta temaet rasisme,1
politiker mener varsku navnestatistikken toppes navnet mohammed oslo lørenskog nittedal,1
strasbourg godkjent forbud hijab burka niqab venter sett igang utvis landets fiender retur nrkdebatt,0
løsningen forene venstre høyresiden starte pati imot innvandring heter sosialdemokratisk alternativ nok stoppet kjeften fleste all verden klare brunbeise parti navnet,1
sier landet står støtt muslimsk innvandring vel nevner land tidvis står alt annet støtt ikke interessant,1
oslo kommune refses bedt jobbsøker ikke bruke hijab år gammel kvinne tilbudt jobb u,1
hjelp selvhjelp lokalt regionalt velferd innvandring verifiserte,1
grunnlag kallar jan erik smilden laga filmen ekstreme kristne,1
bidige helg prata innvandring d ingenting slår feil draps menn midtøsten afganistan pakistan irak midt østen del afrika veit multikurtelle forskningen ferdig oppgitt svar drap drap ødelegger,0
ikke selvironi slaget tapt lenge dagen begynte hijab,1
islam bør forbys strider våre lover verdier ikke minst menneskerettigheter,0
politikere redde åbli kalt rasister d går flyktet helvete hit nytt liv muslim homo,1
forsett stem apkattene helt rett,1
nemlig derfor kjetteri dvs satire bruken religion mer treffende blasfemi mer kjetteri politisk islam,1
godt islam x y konsekvensene,1
reinfeldt forsøker desperat ikke tape valget snakke sverigedemokratene innvandring kvalmt,1
byttet navn få jobb fikk høre skremme kundene,1
betyr mediene tar selvkritikk manglende inkludering kilder innvandrerbakgrunn ikke gjør situasjonen praksis spør samfunnsdebattant dona gashi,1
syriske abdul solgte penner gata forsørge datteren akershus mann fått verden åpne lommeboka,1
frp politiker tar asylsøker ferie landet flyktet virkeligheten overgår satiren satirisk humor,1
nrkdebatt moderate muslimer utgjør flertallet islam moderate nazister utgjorde flertallet nasjonalsosialismen,0
løp tilbake jesus gudløshet passer ikke vanskelig tider ta tid islam ryddet like fredelig buddha,0
oioi sitter lyver skam dax hijab virkelig ikke valgfritt iran,1
vel ikke islam kritikk utgangspunktet,1
ikke feigt se ikke se kvinne niqab nei bodd sted hele livet dagsrevyen,1
kritikk eksempel islam regel ren skjær rasisme,1
religiøs minoritet riktignok islam litt mindre religion kristendommen fremdeles fjerdedel jordens befolkning regnes muslimer,1
niqab burka krav satt hos praktiserer svært reaksjonær form islam form ikke,1
krever litt mer nazist synes ikke f eks står vold dine gjør mye større grad sian,1
søskenbarn krigshistorie harald sju år flyktning eget land nrkevakuering,1
ketil solvik olsen bekymret høy innvandring u risikerer folk føler fremmede lokalsamfunn via,1
jesus sekten muhammad sekten buddha sekten smith sekten hubbard sekten moses sekten videre,1
islam lovreligion vel inneber påpeikar,1
kronikk vg utfordrer reaksjonær islam må ikke stående alene,1
trodde pakistanere gjestearbeidere sammen innvandringsstoppen afghanere somaliere syrere topper voldsstatistikken tilhører islam vel merke kristne flyktn,0
kloke betraktningar ting trur frykta innvandring innvandrarar må dempast folk trygge feltet handsama godt viss ytre høgre fortsette gnage skape uro,1
tide stat kommune bøyer flertallet landet forby islam,0
faten mahdi al hussaini må få støtte utvikle islam aftenposten,1
hijab kvinne undertrykkende islamsk politiske plagg ingenting mote gjøre iran slåss kvinner gale kvitt tvangsplagget ofrer livene frie iranske venner vet,0
aftenposten mener øksemannen forkvaklet oppfatning islam faktisk ikke representerer ekte islam,0
godt nytt år la gjøre år muligheter fremfor utfordringer,1
tolkning gjetter ikke muslim tolkning vel ikke særlig relevant steder,1
deler islam dagens europa ikke motsetter meningsbrytning dreper meningsutfordrere,0
takk kloke nyanserte positive holdning innvandring integrering må helt enkelt lykkes sammen,1
jo par piskinger dagen land mill innbyggere jo ikkeno verre frankrike iran islam islamism sharia dax persandberg,1
aftenposten islam dødskult mohammad usman rana terrorangrepene brussel spør ikke f,1
setter krigsveteran mistet beinet muslim haterne plass,1
avhopper isis sovende celler europa islam terror isis europa,1
le pen måter trump gjelder islam helt dust kommer retorikk tankegang,1
chris mistet beinet irak setter muslim haterne plass,1
temaheftet innvandring inkludering sysselsetting lokal utvikling revidert nye oppdaterte eksempler last,1
muslimer forsøker true andre gjøre alltid tape lange løp historiskfaktum aktuelt mohammed,0
bruker hijab ser mye europa tilhører,1
del spre sanne budskap,1
obama høyt skolert muslim siste president usa s fb gruppe nordmenn støtter israel,0
muslim forlangte norsk kvinne dekke oslo,1
drøyt få omtalt delte undis preken år gud plassert kopp kaldt vann hjerte penger såkorn gud sier gjør kalt mennesker gi blant je,1
barli feller muhammad dermed ny straffe sarpsborg halvorsen igjen,1
avtale belgia fikk billigere olje industrien saudi støttede imamer fikk spre form islam muslimske innvandrere belgia stoppet mars,1
saudi arabias ambassadør aftenposten islam overstyrer menneskerettigheter,1
selvfølgelig tilbake statsborgerskapet synes sylvi listhaug gjør super jobb innvandring,1
mulig regjeringen trenger utvidede fullmakter bør samtidig huske regjeringen mente per willy korstog islam amundsen egnet justisminister,1
handler muligheter fint styrer landet snakket nyttårstale flyktning,1
helgen godset fans se mohammed elyounoussi aksjon kanskje siste sjanse thealstadmethod fanserdummeazz,1
galskap feil meninger angående innvandring klima behandles kriminelle diktatur går,1
glad slipper gå slike hodeplagg ikke bunad hatt droppa hatten tilbehør ikke hatteperson folk må gjerne gå hijab dog litt annen diskus,1
kjent engangsbetaling andre konsekvenser massiv innvandring,1
først mai melde norge eu avvikle kongehuset åpne mer innvandring gratulerer dagen,1
